"Product","Link","Price (GBP)"
"Raspberry Pi Pico W","https://thepihut.com/products/raspberry-pi-pico-w","5.80"
"SG90 Micro Servo","https://thepihut.com/products/towerpro-servo-motor-sg90-digital"
